initials;initials-all;full-name;first-name;last-name;action-object;description;date-of-birth
DN;DN;Daisuke Namikawa;Daisuke;Namikawa;;Japanese voice actor;1976-01-01
DN;DN;Dadabhai Naoroji;Dadabhai;Naoroji;;Indian politician;1825-09-04
DN;DN;Don Nelson;Don;Nelson;;American basketball player and coach;1940-05-15
DN;DN;Douglass North;Douglass;North;;United States;1920-11-05
DN;DN;Denise Nicholas;Denise;Nicholas;;Actress;1944-07-12
EO;EO;Ertugrul Osman;Ertugrul;Osman;;;1924-06-23
EO;EO;Elizabeth Olsen;Elizabeth;Olsen;;Actress;1989-02-16
EO;EO;Emily Osment;Emily;Osment;;American actress;1992-03-10
EO;EJO;Edward Olmos;Edward;Olmos;;American actor and director;1947-02-24
EO;ECO;Eric Olsen;Eric;Olsen;;American actor;1977-05-31
EO;EO;Ed O'Neill;Ed;O'Neill;;Actor;1946-04-12
EO;EO;Emeka Okafor;Emeka;Okafor;;American basketball player;1982-09-28
EO;EO;Eiichiro Oda;Eiichiro;Oda;;Japanese manga artist;1975-01-01
EO;EO;Elinor Ostrom;Elinor;Ostrom;;American political economist and academic;1933-08-07
EO;EO;Eugene O'Neill;Eugene;O'Neill;;American playwright, and Nobel laureate in Nobel Prize in Literature;1888-10-16
EO;EO;Ehud Olmert;Ehud;Olmert;;Israeli politician;1945-09-30
EO;EO;Ellen Ochoa;Ellen;Ochoa;;Astronaut;1958-05-10
EO;EO;Elisha Otis;Elisha;Otis;;Founder of Otis Elevator Co.;1811-08-03
EO;EO;Eliza Orzeszkowa;Eliza;Orzeszkowa;;Polish writer;1841-06-06
EO;EO;Edward Oxford;Edward;Oxford;;English noble and poet;1550-04-12
EO;EO;Ellison Onizuka;Ellison;Onizuka;;American astronaut from Kealakekua, Kona, Hawaii, first Asian American to reach space, later died in the Space Shuttle Challenger accident;1946-06-24
EO;EO;Elise Ottesen-Jensen;Elise;Ottesen-Jensen;;;1886-01-01
EO;EO;Emmanuel Olisadebe;Emmanuel;Olisadebe;;Footballer;1978-12-22
EO;EO;Ed Olczyk;Ed;Olczyk;;American ice hockey player;1966-08-16
EO;EO;Esther Ofarim;Esther;Ofarim;;Israeli singer;1941-06-13
EO;EO;Ebojide Omeruo;Ebojide;Omeruo;;Nigerian football player;1993-10-17
EO;EO;Erik Ode;Erik;Ode;;German actor and director;1910-11-06
EO;EO;Edna O'Brien;Edna;O'Brien;;Novelist, memoirist, biographer, playwright, poet and short story writer;1930-12-15
EO;EO;Enuka Okuma;Enuka;Okuma;;Canadian actor;1976-09-20
EO;EO;Edward Ochab;Edward;Ochab;;;1906-01-01
EO;EO;Edward Oxford;Edward;Oxford;;Failed assassin of Queen Victoria;1822-04-19
EO;EO;Ermanno Olmi;Ermanno;Olmi;;Italian film director;1931-07-24
EO;EO;Eric Olson;Eric;Olson;;United States Navy admiral;1952-01-24
EO;EO;Eliades Ochoa;Eliades;Ochoa;;Cuban musician;1946-06-22
EO;EO;Erwin Olaf;Erwin;Olaf;;Dutch photographer;1959-06-02
EA;EA;Emmanuel Adebayor;Emmanuel;Adebayor;;Footballer;1984-02-26
EA;EA;Eugene Allen;Eugene;Allen;;White House butler 1952–1986;1919-07-14
EA;EA;Emilio Aguinaldo;Emilio;Aguinaldo;;Philippines;1869-03-22
EA;EA;Eva Angelina;Eva;Angelina;;American pornographic actor;1985-03-14
EA;EA;Erin Andrews;Erin;Andrews;;Television sports reporter for ESPN;1978-05-04
EA;EA;Ellen Adarna;Ellen;Adarna;;Actress;1988-04-02
EA;EA;Eva Amurri;Eva;Amurri;;Actor;1985-03-15
EA;EA;Elli Avram;Elli;Avram;;Indian actress, Swedish actress;1990-07-29
EA;EA;Eddie Albert;Eddie;Albert;;Actor;1906-04-22
EA;EA;Elaine Anderson;Elaine;Anderson;;American actress and stage manager;1914-08-14
EA;EA;Elena Anaya;Elena;Anaya;;Spanish actress;1975-07-17
EA;EBA;Elijah Allman;Elijah;Allman;;Musician;1976-07-10
EA;EHA;Edwin Armstrong;Edwin;Armstrong;;American electrical engineer and inventor;1890-12-18
EA;EA;Eloy Alfaro;Eloy;Alfaro;;President of Ecuador 1895-1901 and 1906-1911;1842-06-25
EA;EA;Edward Asner;Edward;Asner;;actor;1929-11-15
EA;EA;Emilie Autumn;Emilie;Autumn;;American musician;1979-09-22
EA;EA;Erlichman Aron;Erlichman;Aron;;Musician;1989-11-09
EA;EA;Ethan Allen;Ethan;Allen;;American general;1738-01-21
EA;EA;Edward Albee;Edward;Albee;;Playwright;1928-03-12
EA;EA;Eve Arden;Eve;Arden;;Actress;1908-04-30
EA;EA;Edward Albert;Edward;Albert;;American actor;1951-02-20
EA;EA;Eileen Atkins;Eileen;Atkins;;British actor;1934-06-16
EA;EA;Essence Atkins;Essence;Atkins;;American actor;1972-02-07
EA;EA;Eve Angel;Eve;Angel;;Hungarian porn actress and model;1983-05-19
EA;EA;Elizabeth Ashley;Elizabeth;Ashley;;Actress;1939-08-30
EA;EA;Ellen Allien;Ellen;Allien;;German electronic musician, music producer, and founder of BPitch Control music label;1969-01-01
EA;EA;Edward Abbey;Edward;Abbey;;author, anarchist, environmentalist;1927-01-29
EA;EA;Elizabeth Arden;Elizabeth;Arden;;businesswoman;1884-12-31
EA;ECA;Eric Anderson;Eric;Anderson;;American actor;1973-01-01
EA;EA;Eddie Alvarez;Eddie;Alvarez;;American martial artist;1984-01-11
EB;EB;Edmund Brown;Edmund;Brown;;Governor of California;1938-04-07
EB;EB;Elizabeth Banks;Elizabeth;Banks;;American actress;1974-02-10
EB;EJB;Emily Browning;Emily;Browning;;Actress, model, singer;1988-12-07
EB;EB;Eva Braun;Eva;Braun;;Longtime companion and briefly wife of Adolf Hitler;1912-02-06
EB;EB;Emily Blunt;Emily;Blunt;;English actress;1983-02-23
EB;EB;Eric Bana;Eric;Bana;;Australian actor;1968-08-09
EB;EB;Eric Balfour;Eric;Balfour;;Actor;1977-04-24
EB;EB;Elizabeth Bowes-Lyon;Elizabeth;Bowes-Lyon;;Queen-Empress;1900-08-04
EB;EB;Edmund Burke;Edmund;Burke;;philosopher;1729-07-12
EB;EB;Ellen Burstyn;Ellen;Burstyn;;Actress;1932-12-07
EB;EB;Ernest Borgnine;Ernest;Borgnine;;American actor;1917-01-24
EB;EB;Emma Bunton;Emma;Bunton;;Singer, songwriter, actress;1976-01-21
EB;EB;Elizabeth Berkley;Elizabeth;Berkley;;American actress;1972-07-28
EB;EB;Ellen Barkin;Ellen;Barkin;;Actress;1954-04-16
EB;EB;Erin Brockovich;Erin;Brockovich;;American environmental activist;1960-11-19
EB;EB;Enid Blyton;Enid;Blyton;;English children's novelist;1897-08-11
EB;EB;Edward Bernays;Edward;Bernays;;;1891-11-22
EB;EB;Edward Burns;Edward;Burns;;American actor and director;1968-01-29
EB;EB;Erin Burnett;Erin;Burnett;;Business news anchor, reporter, interviewer;1976-07-02
EB;EBB;Edward Britten;Edward;Britten;;English composer;1913-11-22
EB;EB;Eric Burdon;Eric;Burdon;;English singer-songwriter;1941-05-11
EB;ERB;Edgar Burroughs;Edgar;Burroughs;;American novelist;1875-09-01
EB;EB;Enrique Bunbury;Enrique;Bunbury;;Spanish singer;1967-01-01
EB;EB;Eugenie Bouchard;Eugenie;Bouchard;;Tennis player;1994-02-25
EB;EB;Evan Bourne;Evan;Bourne;;Professional wrestler;1983-03-19
EB;EB;Eric Braeden;Eric;Braeden;;German actor;1941-04-03
EB;EFB;Eike Batista;Eike;Batista;;Brazilian businessman;1956-11-03
EB;EB;Emma Bell;Emma;Bell;;American actress;1986-12-17
EB;EB;Eric Bischoff;Eric;Bischoff;;American professional wrestler;1959-05-27
EB;EB;Elizabeth Blackwell;Elizabeth;Blackwell;;abolitionist, women's rights activist;1821-02-03
EC;EC;Emilia Clarke;Emilia;Clarke;;English actress;1987-05-01
EC;EC;Eric Clapton;Eric;Clapton;;guitarist, singer, and composer;1945-03-30
EC;EC;Elisha Cuthbert;Elisha;Cuthbert;;Actor;1982-11-30
EC;EC;Edinson Cavani;Edinson;Cavani;;Uruguyan footballer;1987-02-14
EC;EC;Emmanuelle Chriqui;Emmanuelle;Chriqui;;Canadian actress;1977-12-10
EC;EC;Elvis Costello;Elvis;Costello;;British musician;1954-08-25
EC;EC;Erika Christensen;Erika;Christensen;;American actress;1982-08-19
EC;EC;E Cummings;E;Cummings;;American poet, painter, essayist, author, and playwright;1894-10-14
EC;EC;Eric Cantona;Eric;Cantona;;French footballer and actor;1966-05-24
EC;EC;Eric Church;Eric;Church;;American musician;1977-05-03
EC;EC;Enrico Caruso;Enrico;Caruso;;opera singer;1873-02-25
EC;EC;Earl Clark;Earl;Clark;;American basketball player;1988-01-17
EC;EC;Elisabetta Canalis;Elisabetta;Canalis;;Italian model and actress;1978-09-12
EC;EC;Emil Cioran;Emil;Cioran;;Romanian philosopher;1911-04-08
EC;EC;Eddie Cibrian;Eddie;Cibrian;;Actor;1973-06-16
EC;EMC;Eva Cassidy;Eva;Cassidy;;American singer;1963-02-02
EC;EC;Edgar Cayce;Edgar;Cayce;;Purported clairvoyant healer and psychic;1877-03-18
EC;EDC;Empress Cixi;Empress;Cixi;;;1835-11-29
EC;EC;Eliza Coupe;Eliza;Coupe;;American actor;1981-04-06
EC;EC;Eric Carr;Eric;Carr;;American musician;1950-07-12
EC;EPWC;Emil Christensen;Emil;Christensen;;Swedish former electronic sports player;1984-06-14
EC;EC;Eddie Cahill;Eddie;Cahill;;Actor;1978-01-15
EC;EC;Eagle Cherry;Eagle;Cherry;;Swedish singer;1971-05-07
EC;EC;Emma Caulfield;Emma;Caulfield;;Actor;1973-04-08
EC;EC;Ellen Corby;Ellen;Corby;;Actress, scriptwriter;1911-06-03
EC;EDC;Emma Caunes;Emma;Caunes;;French actress;1976-09-09
EC;EC;Elias Canetti;Elias;Canetti;;Bulgarian-born novelist;1905-07-25
EC;EC;Esteban Cambiasso;Esteban;Cambiasso;;Argentine footballer;1980-08-18
EC;EC;Eric Close;Eric;Close;;American actor;1967-05-24
EC;EC;Eric Cantor;Eric;Cantor;;American politician;1963-06-06
ED;ED;Ellen Degeneres;Ellen;Degeneres;;American stand-up comedian, television host, and actress;1958-01-26
ED;ED;Emily Deschanel;Emily;Deschanel;;American actress;1976-10-11
ED;ED;Edgar Degas;Edgar;Degas;;French painter;1834-07-19
ED;ED;Eliza Dushku;Eliza;Dushku;;Actor;1980-12-30
ED;ED;Emily Dickinson;Emily;Dickinson;;Poet;1830-12-10
ED;ED;Eric Dane;Eric;Dane;;American actor;1972-11-09
ED;ED;Edgar Davids;Edgar;Davids;;Footballer;1973-03-13
ED;ED;Erica Durance;Erica;Durance;;Actress;1978-06-21
ED;EVD;Eugene Debs;Eugene;Debs;;U.S. labor and political leader;1855-11-05
ED;ED;Eugenio Derbez;Eugenio;Derbez;;Mexican actor, director;1961-09-02
ED;ED;Evan Davis;Evan;Davis;;;1962-04-08
ED;ED;Embeth Davidtz;Embeth;Davidtz;;Actress;1965-08-11
ED;ED;Esha Deol;Esha;Deol;;Indian actor;1982-11-02
ED;ED;Elizabeth Debicki;Elizabeth;Debicki;;Australian actress;
ED;ED;Eric Decker;Eric;Decker;;American football wide receiver;1987-03-15
ED;ED;Ernie Davis;Ernie;Davis;;Player of American football;1939-12-14
ED;ED;Elinor Donahue;Elinor;Donahue;;Actress;1937-04-19
ED;ED;Emmanuelle Devos;Emmanuelle;Devos;;Actress;1964-05-10
ED;ED;Emily Didonato;Emily;Didonato;;American model;1991-02-24
ED;ED;Elizabeth Daily;Elizabeth;Daily;;voice actress, actress, singer, songwriter, musician;1961-09-11
ED;ED;Ester Dean;Ester;Dean;;American singer and songwriter;1986-12-15
ED;EHOD;El Diouf;El;Diouf;;Footballer;1981-01-15
ED;ED;Eric Douglas;Eric;Douglas;;American actor;1958-06-21
ED;EORD;Exorcism Doe;Exorcism;Doe;;;
ED;ED;Edsger Dijkstra;Edsger;Dijkstra;;Dutch mathematician;1930-05-11
ED;ED;E Doctorow;E;Doctorow;;Novelist, editor, professor;1931-01-06
ED;ED;Elizabeth Dido;Elizabeth;Dido;;;1761-01-01
ED;ED;Emily Davison;Emily;Davison;;Suffragette, teacher;1872-10-11
ED;ED;Erin Daniels;Erin;Daniels;;American actress;1973-10-09
ED;ED;Erasmus Darwin;Erasmus;Darwin;;English physician, botanist; member of the Lunar Society;1731-12-12
EE;EE;Emilio Estevez;Emilio;Estevez;;actor;1962-05-12
EE;EE;Edward Elgar;Edward;Elgar;;English composer;1857-06-02
EE;EE;Erik Erikson;Erik;Erikson;;German psychologist;1902-06-15
EE;EE;Erika Eleniak;Erika;Eleniak;;American actor;1969-09-29
EE;EE;Ettore Ewen;Ettore;Ewen;;American professional wrestler;1986-03-01
EE;EE;Ella Eyre;Ella;Eyre;;British musician;1994-04-01
EE;EE;Erik Estrada;Erik;Estrada;;American actor;1949-03-16
EE;EE;Emmanuel Emenike;Emmanuel;Emenike;;Footballer;1987-05-10
EE;EE;Ethan Embry;Ethan;Embry;;United States;1978-06-13
EE;EE;Eduard Einstein;Eduard;Einstein;;Son of Albert Einstein;1910-07-28
EE;EE;Eddie Edwards;Eddie;Edwards;;professional wrestler;1983-12-30
EE;EE;Eric Esch;Eric;Esch;;Boxer;1966-08-03
EE;EE;Elizabeth Eckford;Elizabeth;Eckford;;Part of the Little Rock Nine;1941-10-04
EE;EWE;Edwin Edwards;Edwin;Edwards;;American politician;1927-08-07
EE;EE;Esra Erol;Esra;Erol;;Turkish female Footballer;1985-11-06
EE;EE;Eljero Elia;Eljero;Elia;;Dutch footballer;1987-02-13
EE;EE;Erik Everhard;Erik;Everhard;;American pornographic actor;1976-12-02
EE;EE;Eve Ensler;Eve;Ensler;;American writer;1953-05-25
EE;EE;Ernie Els;Ernie;Els;;Professional golfer;1969-10-17
EE;EE;Eugenio Espejo;Eugenio;Espejo;;Writer, lawyer, physician;1747-02-21
EE;EE;Emun Elliott;Emun;Elliott;;British actor;1983-11-28
EE;EE;Elsa Einstein;Elsa;Einstein;;Wife of Albert Einstein;1876-01-18
EE;EE;Eyong Enoh;Eyong;Enoh;;Cameroonian footballer;1986-03-23
EE;EE;Elliott Erwitt;Elliott;Erwitt;;American photographer;1928-07-26
EE;EE;Elle Evans;Elle;Evans;;American model;1989-12-09
EE;EE;Edward England;Edward;England;;Pirate;
EE;EE;Elaine Esposito;Elaine;Esposito;;American coma patient;1934-12-03
EE;EE;Emmalyn Estrada;Emmalyn;Estrada;;Canadian singer;1992-04-05
EE;EE;Ece Erken;Ece;Erken;;Turkish actor;1978-05-11
EE;EE;Eluana Englaro;Eluana;Englaro;;Italian medical ethics case;1970-11-25
ES;EJS;Edward Snowden;Edward;Snowden;;System administrator;1983-06-21
ES;ES;Emma Stone;Emma;Stone;;Actress;1988-11-06
ES;ES;Eric Schlosser;Eric;Schlosser;;American journalist;1959-08-17
ES;ES;Ed Sheeran;Ed;Sheeran;;English people;1991-02-17
ES;ES;Eduardo Saverin;Eduardo;Saverin;;Co-founder and ex-CFO of Facebook;1982-03-13
ES;ES;Ethel Skakel;Ethel;Skakel;;American socialite;1928-04-11
ES;ES;Emmanuelle Seigner;Emmanuelle;Seigner;;Actress;1966-06-22
ES;EPS;Erik Sullivan;Erik;Sullivan;;American artist;1981-06-12
ES;ES;Elisabeth Shue;Elisabeth;Shue;;Actress;1963-10-06
ES;ES;Eric Stonestreet;Eric;Stonestreet;;Actor;1971-09-09
ES;ES;Elizabeth Short;Elizabeth;Short;;Waitress;1924-07-29
ES;ES;Ernest Shackleton;Ernest;Shackleton;;Antarctic Explorer;1874-02-15
ES;ES;Edvard Shevardnadze;Edvard;Shevardnadze;;Georgian politician;1928-01-25
ES;ES;Eric Schmidt;Eric;Schmidt;;Software engineer, businessman;1955-04-27
ES;ES;Earl Sweatshirt;Earl;Sweatshirt;;American rapper;1994-02-24
ES;ES;Egon Schiele;Egon;Schiele;;Austrian artist;1890-06-12
ES;ES;Eden Sher;Eden;Sher;;American actress;1991-12-26
ES;ES;Eric Stoltz;Eric;Stoltz;;Actor;1961-09-30
ES;ES;Erik Satie;Erik;Satie;;French musician;1866-05-17
ES;ECS;Elizabeth Stanton;Elizabeth;Stanton;;Women's suffrage;1815-11-12
ES;ES;Evelyn Sharma;Evelyn;Sharma;;Actor;
ES;EVDS;Edwin Sar;Edwin;Sar;;Footballer;1970-10-29
ES;ES;Elliot Stabler;Elliot;Stabler;;Fictional character on Law and order;
ES;ES;Edie Sedgwick;Edie;Sedgwick;;Socialite, actress, model;1943-04-20
ES;ES;Eun Shim;Eun;Shim;;South Korean actress;1994-05-31
ES;EMS;Eva Saint;Eva;Saint;;Actor;1924-07-04
ES;ES;Ethan Suplee;Ethan;Suplee;;American film actor;1976-05-25
ES;ES;Edward Said;Edward;Said;;Literary and cultural scholar, political activist;1935-11-01
ES;ES;Erik Spoelstra;Erik;Spoelstra;;American basketball player and coach;1979-11-01
ES;ES;Elaine Stritch;Elaine;Stritch;;American actress and vocalist;1925-02-02
EG;EG;Ellie Goulding;Ellie;Goulding;;English singer-songwriter;1986-12-30
EG;EG;Eva Green;Eva;Green;;Actress, Model;1980-07-05
EG;EG;Ed Gein;Ed;Gein;;Serial killer;1906-08-27
EG;EG;El Generico;El;Generico;;Professional wrestler;1984-07-12
EG;EG;Eddie Guerrero;Eddie;Guerrero;;Professional wrestler;1967-10-09
EG;EG;Elizabeth Gillies;Elizabeth;Gillies;;Actress;1993-07-26
EG;EHG;Edvard Grieg;Edvard;Grieg;;Norwegian composer and pianist;1843-06-15
EG;EG;Emma Goldman;Emma;Goldman;;Lithuanian-born American anarchist;1869-06-27
EG;EG;Ernests Gulbis;Ernests;Gulbis;;Tennis player;1988-08-30
EG;EG;Evan Goldberg;Evan;Goldberg;;Canadian filmmaker;1982-01-01
EG;EG;Estelle Getty;Estelle;Getty;;Actress;1923-07-25
EG;EG;Eduardo Galeano;Eduardo;Galeano;;uruguayan writer;1940-09-03
EG;EG;Elliott Gould;Elliott;Gould;;American actor;1938-08-29
EG;EG;Erving Goffman;Erving;Goffman;;Sociologist, writer, academic;1922-06-11
EG;EG;Eva Gabor;Eva;Gabor;;Actress and businesswoman;1919-02-11
EG;EG;Elizabeth George;Elizabeth;George;;American woman mystery and thriller writer;
EG;EG;Elisha Gray;Elisha;Gray;;;1835-08-02
EG;EG;Eddie Griffin;Eddie;Griffin;;American actor and comedian;1968-07-15
EG;EG;Ezequiel Garay;Ezequiel;Garay;;Argentine footballer;1986-10-10
EG;EG;Eliane Giardini;Eliane;Giardini;;Brazilian actor;1952-10-20
EG;EGG;Ernest Gygax;Ernest;Gygax;;American writer and game designer;1938-07-27
EG;EG;Elizabeth Gilbert;Elizabeth;Gilbert;;American writer;1969-07-18
EG;EG;Ekaterina Gordeeva;Ekaterina;Gordeeva;;Figure skater;1971-05-28
EG;EG;Edward Gibbon;Edward;Gibbon;;English historian;1737-04-27
EG;EG;Elizabeth Gaskell;Elizabeth;Gaskell;;Novelist;1810-09-29
EG;EG;Edward Gierek;Edward;Gierek;;Polish politician;1913-01-06
EG;EG;Erin Gray;Erin;Gray;;American actor;1950-01-07
EG;EG;Edward Gorey;Edward;Gorey;;Writer, artist, illustrator;
EG;EG;Emily Gould;Emily;Gould;;;1981-10-13
EG;EG;Esha Gupta;Esha;Gupta;;Indian actor;1985-11-28
EH;EMH;Ernest Hemingway;Ernest;Hemingway;;American writer and journalist;1899-07-21
EH;EH;Ethan Hawke;Ethan;Hawke;;Actor;1970-11-06
EH;EH;Emile Hirsch;Emile;Hirsch;;Actor;1985-03-13
EH;EJH;Elizabeth Hurley;Elizabeth;Hurley;;English model and actress;1965-06-10
EH;EH;Ed Harris;Ed;Harris;;Actor;1950-11-28
EH;EH;Emraan Hashmi;Emraan;Hashmi;;Actor;1979-03-24
EH;EH;Eric Holder;Eric;Holder;;Attorney General of the United States;1951-01-21
EH;EH;Evander Holyfield;Evander;Holyfield;;world champion boxing;1962-10-19
EH;EH;Erin Heatherton;Erin;Heatherton;;American fashion model;1989-03-04
EH;EH;Edward Heath;Edward;Heath;;Prime Minister of the United Kingdom (1970–1974);1916-07-09
EH;EH;Ernie Hudson;Ernie;Hudson;;American actor and former U.S. Marine;1945-12-17
EH;EH;Erich Honecker;Erich;Honecker;;East German politician;1912-08-25
EH;EH;Emma Heming;Emma;Heming;;British model;1978-06-18
EH;EH;Edward Hopper;Edward;Hopper;;American artist;1882-07-22
EH;EH;Ed Helms;Ed;Helms;;American actor and comedian;1974-01-24
EH;EPH;Edmund Hillary;Edmund;Hillary;;Mountaineer, explorer;1919-07-20
EH;EH;Enver Hoxha;Enver;Hoxha;;;1908-10-16
EH;EH;Easton Hunter;Easton;Hunter;;American country music singer-songwriter;
EH;EPH;Edwin Hubble;Edwin;Hubble;;American astronomer;1889-11-20
EH;EHPAH;Ernst Haeckel;Ernst;Haeckel;;German biologist and philosopher;
EH;EH;Emmylou Harris;Emmylou;Harris;;American musician;1947-04-03
EH;EH;Edmund Husserl;Edmund;Husserl;;German philosopher, known as the father of Phenomenology (philosophy);1859-04-08
EH;EH;Elisabeth Hasselbeck;Elisabeth;Hasselbeck;;Television host;1977-05-28
EH;EH;Emile Heskey;Emile;Heskey;;Footballer;1978-01-11
EH;EH;Erich Hartmann;Erich;Hartmann;;German World War II fighter pilot;1922-04-19
EH;EJBH;Eric Hobsbawm;Eric;Hobsbawm;;British historian and Marxist historiographer;1917-06-09
EH;EH;Engelbert Humperdinck;Engelbert;Humperdinck;;British pop singer;1936-05-02
EH;EH;Elisabeth Harnois;Elisabeth;Harnois;;American actress;1979-05-26
EH;EH;Elizabeth Henstridge;Elizabeth;Henstridge;;English actress;1987-09-11
EH;EH;Edith Head;Edith;Head;;American film and television costumer;1881-10-28
EN;EN;Edward Norton;Edward;Norton;;American actor;1969-08-18
EN;EN;Eliot Ness;Eliot;Ness;;American law enforcement official;1903-04-19
EN;EN;Elin Nordegren;Elin;Nordegren;;Swedish model;1980-01-01
EN;EN;Emmy Noether;Emmy;Noether;;German mathematician;1882-03-23
EN;EN;Emanuel Newton;Emanuel;Newton;;Mixed martial artist;1984-01-02
EN;EN;Emil Nolde;Emil;Nolde;;German artist;1867-08-07
EN;EN;Evelyn Nesbit;Evelyn;Nesbit;;Model, chorus girl, actress;1884-12-25
EN;EN;Evgeni Nabokov;Evgeni;Nabokov;;Kazakh Russian professional ice hockey goaltender;1975-07-25
EN;EN;Ernst Nolte;Ernst;Nolte;;German historian and philosopher;1923-01-11
EN;EN;Eddie Nash;Eddie;Nash;;;1929-01-01
EN;EN;Eduardo Noriega;Eduardo;Noriega;;Spanish actor;1973-08-01
EN;EN;Edward Norfolk;Edward;Norfolk;;Duke;1956-12-02
EN;EN;Earl Nightingale;Earl;Nightingale;;American motivational speaker;1921-03-12
EN;EN;E Narasimhan;E;Narasimhan;;Indian politician;1946-01-01
EN;EN;Elise Neal;Elise;Neal;;American actor;1970-03-14
EN;EN;Edgar Nixon;Edgar;Nixon;;NAACP, Sleeping Car Porters Union, and Bus Boycott leader in AL;1899-07-12
EN;EN;Eric Nenninger;Eric;Nenninger;;American actor;1978-11-19
EN;EN;Eric Nam;Eric;Nam;;Korean-American singer;1988-11-17
EN;EN;Earle Nelson;Earle;Nelson;;American serial killer;1897-05-12
EN;EAN;Eric Naposki;Eric;Naposki;;Athlete and convicted murderer;1966-12-20
EN;EN;Eric Newman;Eric;Newman;;;1911-05-25
EN;EN;Edith Nesbit;Edith;Nesbit;;English writer, poet;1858-08-15
EN;EHN;Eleanor Norton;Eleanor;Norton;;American politician;1937-06-13
EN;EN;Ednita Nazario;Ednita;Nazario;;Puerto Rican musician;1955-04-11
EN;EN;Ed Norris;Ed;Norris;;;1960-04-10
EN;EN;Elisabeth Noelle-Neumann;Elisabeth;Noelle-Neumann;;;1916-12-19
EN;EN;Erki Nool;Erki;Nool;;Estonian decathlete;1970-06-25
EN;EN;Eugene Nida;Eugene;Nida;;Linguist;1914-11-11
EN;EN;Erwin Neher;Erwin;Neher;;German biophysicist;1944-03-20
EN;EN;Eeshwar Nivas;Eeshwar;Nivas;;Indian director;
SO;SRO;Shaquille O'Neal;Shaquille;O'Neal;;Professional basketball player;1972-03-06
SO;SO;Sandra Oh;Sandra;Oh;;Canadian actress;1971-07-20
SO;SO;Sharon Osbourne;Sharon;Osbourne;;English television personality and wife of Ozzy Osbourne;1952-10-09
SO;SO;Shavo Odadjian;Shavo;Odadjian;;American musician;1974-04-22
SO;SO;Sergio Oliva;Sergio;Oliva;;bodybuilder;1941-07-04
SO;SO;Sophie Okonedo;Sophie;Okonedo;;Actress;1968-01-01
SO;SO;Shun Oguri;Shun;Oguri;;Japanese actor;1982-12-26
SO;SO;Susan Olsen;Susan;Olsen;;American actor;1961-08-14
SO;SO;Stacie Orrico;Stacie;Orrico;;American singer, songwriter, and actress;1986-03-03
SO;SDO;Sandra O'Connor;Sandra;O'Connor;;U.S. Supreme Court justice;1930-03-26
SO;SO;Severo Ochoa;Severo;Ochoa;;Spanish physician;1905-09-24
SO;SO;Shinji Okazaki;Shinji;Okazaki;;Footballer;1986-04-16
SO;SO;Suze Orman;Suze;Orman;;;1951-06-05
SO;SO;Shuggie Otis;Shuggie;Otis;;American singer;1953-11-30
SO;SO;Shalim Ortiz;Shalim;Ortiz;;Puerto Rican actor and singer;1979-02-26
SO;SO;Susan Oliver;Susan;Oliver;;Actress, author, aviator;1932-02-13
SO;SO;Scarlet Ortiz;Scarlet;Ortiz;;Venezuelan actress;1974-03-12
SO;SO;Soledad O'Brien;Soledad;O'Brien;;Broadcast journalist;1966-09-19
SO;SO;Steve Oedekerk;Steve;Oedekerk;;American stand-up comedian;1961-11-27
SO;SO;Stefan Olsdal;Stefan;Olsdal;;Swedish musician;1974-03-31
SO;SO;St Ovince;St;Ovince;;American martial artist;1983-04-08
SO;SO;Steve Ott;Steve;Ott;;Canadian ice hockey player;1982-08-19
SO;SO;Sofi Oksanen;Sofi;Oksanen;;Finnish writer;1977-01-07
SO;SO;Simon Oakland;Simon;Oakland;;American actor;1915-08-28
SO;SO;Suresh Oberoi;Suresh;Oberoi;;Indian actor;1946-12-17
SO;SO;Sabrina Ouazani;Sabrina;Ouazani;;Actor;1988-12-06
SO;SO;Seiji Ozawa;Seiji;Ozawa;;Japanese conductor;1935-09-01
SO;SO;Shinji Ono;Shinji;Ono;;Japanese footballer;1979-09-29
SO;SO;Shinobu Otaka;Shinobu;Otaka;;Japanese manga artist;1983-05-09
SO;SO;Sally Oldfield;Sally;Oldfield;;Irish singer-songwriter;1947-03-08
SA;SA;Sarah Alexander;Sarah;Alexander;;Actress;1971-01-03
SA;SA;Stephen Amell;Stephen;Amell;;Canadian actor;1981-05-08
SA;SA;Scott Adkins;Scott;Adkins;;British actor and martial artist;1976-06-17
SA;SA;Steve Austin;Steve;Austin;;professional wrestler and actor;1964-12-18
SA;SA;Steve Aoki;Steve;Aoki;;American electro house musician/Grammy nominated record producer/founder:Dim Mak Records;1977-11-30
SA;SA;San Aung;San;Aung;;nonviolence;1945-06-19
SA;SA;Susan Anthony;Susan;Anthony;;American women's rights activist;1820-02-15
SA;SA;Sean Astin;Sean;Astin;;Actor, director, producer;1971-02-25
SA;SA;Sasha Alexander;Sasha;Alexander;;Actress;1973-05-17
SA;SA;Salvador Allende;Salvador;Allende;;President of Chile;1908-06-26
SA;SA;Sade Adu;Sade;Adu;;English singer-songwriter;1959-01-16
SA;SA;Skylar Astin;Skylar;Astin;;American actor;1987-09-23
SA;SA;Shawn Ashmore;Shawn;Ashmore;;Canadian actor;1979-10-07
SA;SA;Samuel Adams;Samuel;Adams;;Boston politician, leader in the American Revolution,;1722-09-16
